"nocues","nhog","f_calib3","region","aglo","t_aglo","estrato_U","cod_U","v1","v1esp","v2","v3","v4","v5","v6","v7","v8","v9","v10a","v10b","v10c","v10d","v10e","v10f","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v62a","v62b","v62c","v63","v63a","v63b","v64","v64a","v64b","v65","v65a","v65b","v66","v66a","v66b","v67","v67a","v68","v68a","v68b","v68c","v69","v69a","v69b","v70","v70a","v70b","v70c","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v90cuantos","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103a","v103b","v103c","v104","v105a","v105b","v105c","v106a","v106b","v107a","v107b","v218","v219","v220","v221","v222","v223","v224","v225","v226","v227","v228","v229","v230","v231","v232","v233","v234","v235","v236","v235i","v235i_d","ITHPC","ITHPC_d","v237","tamaño","c_hogar","vnropsh","v238a","v239a","v240a","v241a","v242a","v243a","v244a","v245a","v246a","v247a_CIUO08","v247a_CNO01","v250a","v251a","v252a_CAES","v253a","v254a","v255a","v256a","v257a","egp11a","CSOa","v258a","v259a","v260a","v261a","vnrocon","v238b","v239b","v240b","v241b","v242b","v243b","v244b","v245b","v246b","v247b_CIUO08","v247b_CNO01","v250b","v251b","v252b_CAES","v253b","v254b","v255b","v256b","v257b","egp11b","CSOb","v258b","v259b","v260b","v261b"
3512,1,758,7,6,3,227,813,2,,1,1,1,1,1,1,2,2,7,,,,,,4,3,0,1,4,1,1,1,2,1,1,1,1,2,1,1,2,0,0,0,0,0,1,0,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,228,2009,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1800,1,600,1,3,3,7,1,1,2,1,2,4,2,1,2,4,"5221","30123",2,,"4802",2,2,2,,,6,5,8,1,5,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
3513,1,823,7,6,3,227,813,2,,1,1,1,2,1,1,1,2,7,,,,,,3,2,0,1,4,1,1,1,2,1,1,1,1,1,1,1,2,0,0,0,0,0,1,1,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,,,,1,1,2,2,2,2,2,2,2,2,4,,,2,,,,2,1,3,,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,,2,12400,6,1771.4285714285713,2,3,7,6,1,1,3,1,2,,2,,,,"4110","10313",1,2,"4901",1,2,3,1,3,2,6,4,1,2,,2,2,3,1,1,,4,,,,"9998","99990",,,"9990",,,,,,,,4,1,3,
3514,1,808,7,6,3,227,813,2,,1,1,1,1,1,9,,,,,,,,,4,3,0,1,4,1,1,1,2,1,1,1,1,2,1,2,2,0,0,0,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,2,1,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,,,,1,2,2,2,1,2,2,1,2,2,1,3,,1,4,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10000,,10000,5,2500,4,1,4,3,1,1,3,3,2,3,2,1,1,,"8311","34323",2,,"4901",1,9,3,1,3,8,,7,2,,4,2,1,3,1,1,,2,3,1,,"7233","92313",2,,"4901",1,,3,1,3,8,,7,2,,4
3515,1,923,7,6,3,227,813,2,,1,1,1,2,1,1,2,2,1,,,,,,4,3,0,1,4,1,1,1,2,1,1,1,1,2,1,1,2,0,0,0,0,0,1,1,0,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,2,1,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,228,2004,2,2,2,2,2,2,2,1,2,2,1,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7500,,7500,4,1875,2,2,4,3,1,1,1,1,1,,2,1,1,,"6130","61113",2,,"0103",2,1,2,,,11,7,6,1,4,,2,1,1,,,,2,,,,"7522","80323",,,"3100",2,,3,2,,8,,5,1,4,
3516,1,1222,7,6,3,227,813,2,,1,1,1,1,1,3,,,,,,,,,4,1,0,1,4,1,1,1,2,1,1,1,1,2,1,1,2,0,0,0,0,0,1,0,0,0,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,,,,1,2,2,2,2,2,2,1,2,2,4,,,2,,,,3,,1,3,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,6600,,6600,3,3300,5,1,2,2,1,1,2,6,1,,2,5,1,,"4311","30313",,,"6400",1,3,3,1,3,3,6,7,1,4,,2,1,2,3,1,,2,1,1,,"7535","80393",1,,"1501",2,4,3,1,3,7,8,7,1,4,
3517,1,631,7,6,3,227,813,1,,1,1,1,1,1,1,1,1,1,,,,,,5,3,0,1,4,1,1,1,2,1,1,1,1,2,1,2,2,0,0,0,1,0,1,1,0,0,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,228,2011,1,2,2,2,2,2,2,1,2,2,1,2,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,11000,,11000,6,2200,3,2,5,6,1,1,2,1,,,2,1,1,,"9312","72314",2,,"4901",1,4,3,1,3,9,9,7,1,4,,2,1,1,1,1,,2,1,1,,"8312","34313",2,,"4901",1,4,3,1,3,9,8,6,1,4,
3518,1,633,7,6,3,227,813,1,,1,1,1,2,1,1,1,2,1,,,,,,3,2,0,1,4,1,1,1,2,1,1,1,1,2,1,2,2,0,0,0,0,0,1,1,0,0,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,115,2008,1,2,2,2,2,2,2,1,2,2,1,,,1,1,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5000,,5000,2,1250,1,3,4,3,1,1,2,1,2,1,2,1,1,,"6110","60123",1,2,"0101",2,3,2,,,11,7,6,1,3,,2,1,2,3,1,,2,1,2,3,"7233","92323",2,,"4901",1,3,3,1,3,8,8,6,1,3,
3519,1,821,7,6,3,227,813,2,,1,1,1,4,1,1,1,1,1,,,,,,4,3,0,1,4,1,1,1,2,1,1,1,1,2,1,2,2,1,1,0,1,0,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,,,,1,2,2,2,2,2,2,1,2,2,1,2,,2,,,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5440,,5440,2,1360,2,2,4,6,1,1,2,1,1,,2,1,1,,"9312","72314",1,4,"4901",1,5,3,1,3,9,9,8,1,3,,2,1,1,1,1,,2,0,,,"3113","71392",2,,"4901",1,5,3,1,3,2,4,7,1,3,
3520,1,1064,7,6,3,227,813,2,,1,1,1,4,1,1,1,1,1,,,,,,2,2,0,1,4,1,1,1,2,1,1,1,1,2,1,1,2,0,0,0,0,0,1,1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,21,2008,1,2,2,2,2,2,2,1,1,2,1,2,3,2,,,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1800,,1800,1,900,1,3,2,4,1,1,2,1,1,,2,1,,,"4110","10313",1,3,"4901",1,4,3,1,3,1,6,6,1,3,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
3521,1,645,7,6,3,227,813,1,,1,1,1,2,1,1,1,1,1,,,,,,4,3,0,1,4,1,1,1,2,1,1,1,1,2,1,2,2,0,0,0,1,0,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,193,2012,1,1,2,2,2,2,2,1,2,2,1,2,,1,4,,,3,,3,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12200,,12200,6,4066.6666666666665,6,3,3,3,1,1,2,1,1,,2,1,1,,"1324","34202",1,2,"4901",1,2,3,1,3,1,4,5,1,4,,2,1,1,1,1,,2,1,1,,"5153","90313",2,,"4901",1,,3,1,3,9,,5,1,4,
3522,1,556,7,6,3,227,813,1,,1,1,1,4,1,1,1,1,1,,,,,,4,3,0,1,4,1,1,1,2,1,1,1,1,2,1,2,2,1,1,0,0,0,2,2,0,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,200,2013,1,2,2,2,2,2,2,1,2,2,1,2,3,2,,,,3,,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,14800,,14800,7,3700,5,3,4,3,1,3,2,1,1,,4,,,,"5131","53314",2,,"5601",2,2,3,2,3,4,9,5,1,3,,2,1,1,1,2,,2,1,1,,"8312","34313",1,2,"4901",1,6,3,1,3,9,8,5,1,3,
3523,1,645,5,6,4,193,454,3,,1,1,1,4,1,5,,,,,,,,,2,2,0,1,4,1,1,1,1,1,1,1,1,1,1,1,2,,2,1,1,1,2,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,2,216,2013,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,2,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,,12,35500,10,8875,9,1,4,3,1,1,2,1,2,1,2,1,2,,"8141","82313",2,,"4504",2,2,5,,,9,7,5,1,4,,2,3,3,5,2,1,3,1,1,,"8151","80323",2,,"1300",2,3,3,1,3,9,8,5,1,4,
3524,1,560,5,6,4,193,454,1,,1,1,1,1,1,1,1,1,1,,,,,,3,1,0,1,4,1,1,1,1,1,1,1,2,1,2,2,2,,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,,,,2,2,2,2,2,2,2,2,2,1,1,,,2,,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,,5,9000,5,9000,9,1,1,1,1,1,1,0,,,2,0,,,"9998","99990",,,"9990",,,,,,,,4,2,,2,,,,,,,,,,,"","",,,"",,,,,,,,,,,
3525,1,421,5,6,4,193,454,3,,1,1,1,1,1,5,,,,,,,,,2,2,0,1,4,1,1,1,1,1,1,1,2,2,1,2,2,0,2,1,1,1,3,2,0,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,,,,1,2,2,2,2,2,2,1,2,2,1,,,2,,,,3,,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3500,,3500,1,1750,2,2,2,2,1,3,3,1,1,,3,1,1,,"6130","61313",1,2,"0103",5,3,5,,,11,7,5,2,,4,2,1,2,1,2,3,2,1,1,,"6122","60113",,,"0102",2,,2,,,11,,5,2,,4
3526,1,501,5,6,4,193,454,1,,1,1,2,4,2,1,1,1,1,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,2500,1,1250,1,1,2,4,1,1,3,1,1,,2,1,1,,"8332","34123",2,,"4904",2,9,2,,,6,,5,2,,2,,,,,,,,,,,"","",,,"",,,,,,,,,,,
3527,1,632,5,6,4,193,454,3,,1,1,1,4,1,1,1,1,1,,,,,,3,3,0,1,4,1,1,1,1,1,1,1,2,2,2,1,2,1,1,0,0,0,2,0,0,0,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,165,1999,1,1,2,2,2,2,2,2,2,2,2,,,2,,,,3,,3,,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,6,,5,9000,5,1285.7142857142858,1,2,7,6,1,1,3,0,,,2,0,,,"9313","72114",2,,"4500",2,1,2,,,9,10,7,1,4,,2,1,3,,,,2,,,,"5413","48313",1,,"8401",1,6,3,1,3,9,8,4,1,4,
3528,1,539,5,6,4,193,454,1,,1,1,1,1,1,1,1,1,6,,,,,,2,2,0,1,4,1,1,1,1,1,1,1,2,2,2,2,1,1,1,0,0,1,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1,,,1,1,2,2,2,2,2,1,2,2,1,2,,1,4,5,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,19500,,19500,8,6500,8,2,3,3,1,1,3,1,2,5,2,1,2,1,"9211","60324",2,,"0101",2,6,3,1,3,10,9,3,1,2,,2,1,2,1,2,,2,1,2,,"9313","72114",2,,"4000",2,3,3,1,3,9,9,1,1,2,
3529,1,566,5,6,4,193,454,1,,1,1,1,1,1,1,1,1,1,,,,,,3,2,0,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,,,1,1,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,,4,7000,3,1166.6666666666667,1,2,6,3,2,1,3,1,1,,2,1,1,,"5131","53393",1,2,"5601",2,9,3,,3,2,,3,1,2,,1,1,1,1,1,,2,1,1,,"9990","60193",,,"0100",,,2,,,,,5,1,2,
3530,1,1354,5,6,2,192,465,2,,1,1,1,4,1,1,1,1,,,,,,,3,3,0,1,1,1,1,1,2,1,1,1,2,1,2,2,2,0,1,,2,2,2,2,2,2,2,2,1,,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,54,2011,1,1,2,2,1,2,2,1,2,2,1,2,,1,2,,,1,1,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,9,19000,8,3800,5,2,5,3,1,1,1,6,1,,2,3,1,,"2262","05001",1,2,"4807",2,2,1,,,1,2,7,1,4,,2,1,1,1,2,6,2,1,2,6,"8332","34123",2,,"4802",2,1,2,,,6,7,6,1,4,
3531,1,1178,5,6,2,192,465,2,,1,1,1,3,2,1,1,1,1,,,,,,3,1,0,1,4,1,1,1,1,1,1,1,2,2,2,1,2,0,1,1,1,3,3,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,2,1,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,,,,2,2,2,2,2,2,2,1,2,2,4,,,2,,,,3,,3,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7700,,7700,4,2566.6666666666665,4,3,3,3,1,1,1,1,2,3,2,,,,"9211","60203",,,"0101",2,2,3,2,2,10,9,4,1,2,,2,1,1,1,1,,2,1,1,,"7212","92313",2,,"4000",1,,3,1,3,8,,6,1,4,
3532,1,1408,5,6,2,192,465,2,,1,1,1,4,1,1,1,1,1,,,,,,2,2,0,1,4,1,1,1,1,1,1,1,2,1,2,2,2,0,0,0,0,0,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,2,3,,,3,,,2,6,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,72,1972,1,1,2,2,2,2,2,1,1,2,1,2,,2,,,,3,,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,4,,5,9000,5,2250,3,2,4,7,1,1,1,0,,,2,0,,,"6113","60113",1,2,"0101",2,3,2,,,11,7,7,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
3533,1,785,5,6,4,193,454,1,,1,1,1,4,2,2,,,4,,,,,,2,2,0,1,4,1,3,,,,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,1,2,2,4,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,8000,4,2666.6666666666665,4,2,3,3,1,1,1,0,,,1,0,,,"8160","80393",,,"1001",2,9,3,1,3,9,,8,2,,4,2,2,1,1,1,,4,,,,"9990","99999",,,"1000",,,3,1,3,,,8,2,,4
3534,1,664,5,6,4,193,454,1,,3,2,2,,3,9,,,,,,,,,1,1,0,1,4,1,3,,,,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,,,,1,2,2,2,2,2,2,1,2,2,1,,,2,,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6000,,8000,4,8000,8,2,1,1,1,1,1,0,,,2,0,,,"9999","99999",,,"9999",9,9,9,,,,,5,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
3535,1,563,5,6,4,193,454,1,,1,1,1,4,2,1,1,1,6,,,,,,3,3,0,1,4,1,1,1,1,1,1,1,2,2,2,1,2,0,3,0,0,0,2,0,0,0,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,1,1,,3,,,3,,3,,,,3,,,3,,,,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,,,1,1,2,2,2,2,2,1,1,1,1,2,,1,4,5,,2,1,3,,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,5,,6,11550,6,1925,3,2,6,4,1,2,3,0,,,1,0,,,"9313","72314",2,,"4000",2,9,3,1,3,9,,5,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
3536,1,1484,5,6,4,193,454,1,,4,1,1,4,1,1,1,1,1,,,,,,5,4,0,1,4,1,1,1,1,1,1,1,2,1,2,1,2,0,3,0,0,0,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,,,,1,2,2,2,2,2,2,2,2,2,3,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,5,9000,5,2250,3,2,4,3,1,1,3,0,,,2,0,,,"9215","62314",2,,"0200",2,9,3,2,3,10,,5,2,,3,2,3,2,1,1,,3,1,1,,"7112","72393",2,,"4000",2,2,3,,,9,8,5,2,,3
3536,2,534,5,6,4,193,454,1,,1,1,1,4,2,1,1,1,1,,,,,,5,4,0,1,4,1,1,1,1,1,1,1,2,2,2,1,2,0,3,0,0,0,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,1,2,2,2,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5000,,13000,7,4333.333333333333,6,2,3,3,3,2,1,1,1,,4,,,,"9111","55314",2,,"9700",2,1,3,,,9,11,6,2,,2,1,1,3,1,1,,2,1,1,,"7112","72313",2,,"4000",2,2,3,,2,9,8,6,2,,2
3538,1,738,7,6,2,223,817,2,,1,1,1,3,2,3,,,,,,,,,2,2,0,1,4,1,1,1,3,2,1,1,1,2,1,1,2,0,2,2,2,2,1,2,2,0,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,1,,3,,,,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,1,2,2,2,2,2,2,1,2,2,4,,,2,,,,3,,3,,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,,,3700,1,1233.3333333333333,1,3,3,8,1,3,3,1,2,3,3,3,1,,"9999","99999",,,"9999",9,9,9,,,,,,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
3539,1,920,7,6,2,223,817,2,,1,1,1,3,1,1,2,2,1,,,,,,4,2,0,1,1,1,1,1,2,1,1,1,1,2,1,2,2,0,1,1,0,1,0,1,1,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,1,1,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,115,2012,1,1,2,2,2,2,2,1,2,1,1,2,,2,,,,1,2,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,15000,,17500,8,4375,6,2,4,3,1,3,1,1,2,3,3,1,2,3,"7131","72113",1,2,"7400",5,2,2,,,6,7,7,1,2,,2,1,1,3,2,3,2,3,2,2,"3341","36203",1,3,"8401",1,6,3,1,3,1,4,8,1,5,
3540,1,668,7,6,2,223,817,2,,1,1,1,3,1,1,1,2,7,,,,,,3,1,0,1,4,1,1,1,3,1,1,1,2,2,1,2,2,0,,0,0,0,0,,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,1,2,2,4,,,2,,,,3,,3,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4500,,4500,2,2250,3,3,2,4,1,1,2,,,,2,,,,"6114","60193",1,2,"0101",5,2,2,,,11,7,7,2,,4,,,,,,,,,,,"","",,,"",,,,,,,,,,,
3541,1,1055,7,6,2,223,817,2,,1,1,1,3,1,1,2,2,2,,,,,,5,4,0,1,1,1,1,1,2,1,1,1,2,2,1,2,2,0,3,1,0,3,0,3,2,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,1,1,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,,,,1,1,2,2,2,2,2,1,1,2,1,,,1,4,,,3,,3,,1,,,1,2,2,2,2,2,2,2,2,2,2,2,2,4,7000,,10050,5,1256.25,1,1,8,3,1,2,1,1,1,,3,1,2,5,"9990","99999",,,"9999",9,9,9,,,,,6,1,4,,2,1,3,,,,2,,,,"9313","72114",2,,"4000",2,2,2,,,9,10,7,2,,4
3542,1,720,7,6,2,223,817,2,,1,1,1,2,1,3,,,,,,,,,2,2,0,1,4,1,1,1,3,1,1,1,2,2,1,2,2,0,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,1,,3,,,,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,,,,2,2,2,2,2,2,2,1,,,4,,,1,6,,,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5000,,6800,3,1360,2,3,5,3,1,3,3,1,2,3,3,1,,,"6121","61193",2,,"0102",5,2,2,,,11,7,6,2,,4,2,3,2,1,2,3,3,1,,,"6121","61193",2,,"0102",5,2,2,,,11,7,8,2,,4
